id,num,name,type1,type2,hp,atk,def,spa,spd,spe,ability_primary,ability_secondary,ability_hidden,height_m,weight_kg,color,egg_groups,gender_ratio_m,gender_ratio_f,forme,base_species
happiny,440,Happiny,Normal,,100,5,5,15,65,30,Natural Cure,Serene Grace,Friend Guard,0.6,24.4,Pink,Undiscovered,,,,
chatot,441,Chatot,Normal,Flying,76,65,45,92,42,91,Keen Eye,Tangled Feet,Big Pecks,0.5,1.9,Black,Flying,,,,
spiritomb,442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,Pressure,,Infiltrator,1,108,Purple,Amorphous,,,,
gible,443,Gible,Dragon,Ground,58,70,45,40,45,42,Sand Veil,,Rough Skin,0.7,20.5,Blue,Monster; Dragon,,,,
gabite,444,Gabite,Dragon,Ground,68,90,65,50,55,82,Sand Veil,,Rough Skin,1.4,56,Blue,Monster; Dragon,,,,
garchomp,445,Garchomp,Dragon,Ground,108,130,95,80,85,102,Sand Veil,,Rough Skin,1.9,95,Blue,Monster; Dragon,,,,
garchompmega,445,Garchomp-Mega,Dragon,Ground,108,170,115,120,95,92,Sand Force,,,1.9,95,Blue,Monster; Dragon,,,Mega,Garchomp
garchompmegaz,445,Garchomp-Mega-Z,Dragon,,108,130,85,141,85,151,Sand Force,,,1.9,99,Blue,Monster; Dragon,,,Mega-Z,Garchomp
munchlax,446,Munchlax,Normal,,135,85,40,40,85,5,Pickup,Thick Fat,Gluttony,0.6,105,Black,Undiscovered,0.875,0.125,,
riolu,447,Riolu,Fighting,,40,70,40,35,40,60,Steadfast,Inner Focus,Prankster,0.7,20.2,Blue,Undiscovered,0.875,0.125,,
lucario,448,Lucario,Fighting,Steel,70,110,70,115,70,90,Steadfast,Inner Focus,Justified,1.2,54,Blue,Field; Human-Like,0.875,0.125,,
lucariomega,448,Lucario-Mega,Fighting,Steel,70,145,88,140,70,112,Adaptability,,,1.3,57.5,Blue,Field; Human-Like,0.875,0.125,Mega,Lucario
lucariomegaz,448,Lucario-Mega-Z,Fighting,Steel,70,100,70,164,70,151,Adaptability,,,1.3,49.4,Gray,Field; Human-Like,0.875,0.125,Mega-Z,Lucario
hippopotas,449,Hippopotas,Ground,,68,72,78,38,42,32,Sand Stream,,Sand Force,0.8,49.5,Brown,Field,,,,
hippowdon,450,Hippowdon,Ground,,108,112,118,68,72,47,Sand Stream,,Sand Force,2,300,Brown,Field,,,,
skorupi,451,Skorupi,Poison,Bug,40,50,90,30,55,65,Battle Armor,Sniper,Keen Eye,0.8,12,Purple,Bug; Water 3,,,,
drapion,452,Drapion,Poison,Dark,70,90,110,60,75,95,Battle Armor,Sniper,Keen Eye,1.3,61.5,Purple,Bug; Water 3,,,,
croagunk,453,Croagunk,Poison,Fighting,48,61,40,61,40,50,Anticipation,Dry Skin,Poison Touch,0.7,23,Blue,Human-Like,,,,
toxicroak,454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,Anticipation,Dry Skin,Poison Touch,1.3,44.4,Blue,Human-Like,,,,
carnivine,455,Carnivine,Grass,,74,100,72,90,72,46,Levitate,,,1.4,27,Green,Grass,,,,
finneon,456,Finneon,Water,,49,49,56,49,61,66,Swift Swim,Storm Drain,Water Veil,0.4,7,Blue,Water 2,,,,
lumineon,457,Lumineon,Water,,69,69,76,69,86,91,Swift Swim,Storm Drain,Water Veil,1.2,24,Blue,Water 2,,,,
mantyke,458,Mantyke,Water,Flying,45,20,50,60,120,50,Swift Swim,Water Absorb,Water Veil,1,65,Blue,Undiscovered,,,,
snover,459,Snover,Grass,Ice,60,62,50,62,60,40,Snow Warning,,Soundproof,1,50.5,White,Monster; Grass,,,,
abomasnow,460,Abomasnow,Grass,Ice,90,92,75,92,85,60,Snow Warning,,Soundproof,2.2,135.5,White,Monster; Grass,,,,
abomasnowmega,460,Abomasnow-Mega,Grass,Ice,90,132,105,132,105,30,Snow Warning,,,2.7,185,White,Monster; Grass,,,Mega,Abomasnow
weavile,461,Weavile,Dark,Ice,70,120,65,45,85,125,Pressure,,Pickpocket,1.1,34,Black,Field,,,,
magnezone,462,Magnezone,Electric,Steel,70,70,115,130,90,60,Magnet Pull,Sturdy,Analytic,1.2,180,Gray,Mineral,,,,
lickilicky,463,Lickilicky,Normal,,110,85,95,80,95,50,Own Tempo,Oblivious,Cloud Nine,1.7,140,Pink,Monster,,,,
rhyperior,464,Rhyperior,Ground,Rock,115,140,130,55,55,40,Lightning Rod,Solid Rock,Reckless,2.4,282.8,Gray,Monster; Field,,,,
tangrowth,465,Tangrowth,Grass,,100,100,125,110,50,50,Chlorophyll,Leaf Guard,Regenerator,2,128.6,Blue,Grass,,,,
electivire,466,Electivire,Electric,,75,123,67,95,85,95,Motor Drive,,Vital Spirit,1.8,138.6,Yellow,Human-Like,0.75,0.25,,
magmortar,467,Magmortar,Fire,,75,95,67,125,95,83,Flame Body,,Vital Spirit,1.6,68,Red,Human-Like,0.75,0.25,,
togekiss,468,Togekiss,Fairy,Flying,85,50,95,120,115,80,Hustle,Serene Grace,Super Luck,1.5,38,White,Flying; Fairy,0.875,0.125,,
yanmega,469,Yanmega,Bug,Flying,86,76,86,116,56,95,Speed Boost,Tinted Lens,Frisk,1.9,51.5,Green,Bug,,,,
leafeon,470,Leafeon,Grass,,65,110,130,60,65,95,Leaf Guard,,Chlorophyll,1,25.5,Green,Field,0.875,0.125,,
glaceon,471,Glaceon,Ice,,65,60,110,130,95,65,Snow Cloak,,Ice Body,0.8,25.9,Blue,Field,0.875,0.125,,
gliscor,472,Gliscor,Ground,Flying,75,95,125,45,75,95,Hyper Cutter,Sand Veil,Poison Heal,2,42.5,Purple,Bug,,,,
mamoswine,473,Mamoswine,Ice,Ground,110,130,80,70,60,80,Oblivious,Snow Cloak,Thick Fat,2.5,291,Brown,Field,,,,
porygonz,474,Porygon-Z,Normal,,85,80,70,135,75,90,Adaptability,Download,Analytic,0.9,34,Red,Mineral,,,,
gallade,475,Gallade,Psychic,Fighting,68,125,65,65,115,80,Steadfast,Sharpness,Justified,1.6,52,White,Human-Like; Amorphous,,,,
gallademega,475,Gallade-Mega,Psychic,Fighting,68,165,95,65,115,110,Inner Focus,,,1.6,56.4,White,Amorphous,,,Mega,Gallade
probopass,476,Probopass,Rock,Steel,60,55,145,75,150,40,Sturdy,Magnet Pull,Sand Force,1.4,340,Gray,Mineral,,,,
dusknoir,477,Dusknoir,Ghost,,45,100,135,65,135,45,Pressure,,Frisk,2.2,106.6,Black,Amorphous,,,,
froslass,478,Froslass,Ice,Ghost,70,80,70,80,70,110,Snow Cloak,,Cursed Body,1.3,26.6,White,Fairy; Mineral,,,,
froslassmega,478,Froslass-Mega,Ice,Ghost,70,80,70,140,100,120,Snow Cloak,,Cursed Body,2.6,29.6,White,Fairy; Mineral,,,Mega,Froslass
rotom,479,Rotom,Electric,Ghost,50,50,77,95,77,91,Levitate,,,0.3,0.3,Red,Amorphous,,,,
rotomheat,479,Rotom-Heat,Electric,Fire,50,65,107,105,107,86,Levitate,,,0.3,0.3,Red,Amorphous,,,Heat,Rotom
rotomwash,479,Rotom-Wash,Electric,Water,50,65,107,105,107,86,Levitate,,,0.3,0.3,Red,Amorphous,,,Wash,Rotom
rotomfrost,479,Rotom-Frost,Electric,Ice,50,65,107,105,107,86,Levitate,,,0.3,0.3,Red,Amorphous,,,Frost,Rotom
rotomfan,479,Rotom-Fan,Electric,Flying,50,65,107,105,107,86,Levitate,,,0.3,0.3,Red,Amorphous,,,Fan,Rotom
rotommow,479,Rotom-Mow,Electric,Grass,50,65,107,105,107,86,Levitate,,,0.3,0.3,Red,Amorphous,,,Mow,Rotom
uxie,480,Uxie,Psychic,,75,75,130,75,130,95,Levitate,,,0.3,0.3,Yellow,Undiscovered,,,,
mesprit,481,Mesprit,Psychic,,80,105,105,105,105,80,Levitate,,,0.3,0.3,Pink,Undiscovered,,,,
azelf,482,Azelf,Psychic,,75,125,70,125,70,115,Levitate,,,0.3,0.3,Blue,Undiscovered,,,,
dialga,483,Dialga,Steel,Dragon,100,120,120,150,100,90,Pressure,,Telepathy,5.4,683,White,Undiscovered,,,,
dialgaorigin,483,Dialga-Origin,Steel,Dragon,100,100,120,150,120,90,Pressure,,Telepathy,7,850,Blue,Undiscovered,,,Origin,Dialga
palkia,484,Palkia,Water,Dragon,90,120,100,150,120,100,Pressure,,Telepathy,4.2,336,Purple,Undiscovered,,,,
palkiaorigin,484,Palkia-Origin,Water,Dragon,90,100,100,150,120,120,Pressure,,Telepathy,6.3,660,Purple,Undiscovered,,,Origin,Palkia
heatran,485,Heatran,Fire,Steel,91,90,106,130,106,77,Flash Fire,,Flame Body,1.7,430,Brown,Undiscovered,,,,
heatranmega,485,Heatran-Mega,Fire,Steel,91,120,106,175,141,67,Flash Fire,,Flame Body,2.8,570,Brown,Undiscovered,,,Mega,Heatran
regigigas,486,Regigigas,Normal,,110,160,110,80,110,100,Slow Start,,,3.7,420,White,Undiscovered,,,,
giratina,487,Giratina,Ghost,Dragon,150,100,120,100,120,90,Pressure,,Telepathy,4.5,750,Black,Undiscovered,,,,
giratinaorigin,487,Giratina-Origin,Ghost,Dragon,150,120,100,120,100,90,Levitate,,,6.9,650,Black,Undiscovered,,,Origin,Giratina
cresselia,488,Cresselia,Psychic,,120,70,110,75,120,85,Levitate,,,1.5,85.6,Yellow,Undiscovered,,,,
phione,489,Phione,Water,,80,80,80,80,80,80,Hydration,,,0.4,3.1,Blue,Water 1; Fairy,,,,
manaphy,490,Manaphy,Water,,100,100,100,100,100,100,Hydration,,,0.3,1.4,Blue,Water 1; Fairy,,,,
darkrai,491,Darkrai,Dark,,70,90,90,135,90,125,Bad Dreams,,,1.5,50.5,Black,Undiscovered,,,,
darkraimega,491,Darkrai-Mega,Dark,,70,120,130,165,130,85,Bad Dreams,,,3,240,Black,Undiscovered,,,Mega,Darkrai
shaymin,492,Shaymin,Grass,,100,100,100,100,100,100,Natural Cure,,,0.2,2.1,Green,Undiscovered,,,,
shayminsky,492,Shaymin-Sky,Grass,Flying,100,103,75,120,75,127,Serene Grace,,,0.4,5.2,Green,Undiscovered,,,Sky,Shaymin
arceus,493,Arceus,Normal,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,,
arceusbug,493,Arceus-Bug,Bug,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Bug,Arceus
arceusdark,493,Arceus-Dark,Dark,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Dark,Arceus
arceusdragon,493,Arceus-Dragon,Dragon,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Dragon,Arceus
arceuselectric,493,Arceus-Electric,Electric,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Electric,Arceus
arceusfairy,493,Arceus-Fairy,Fairy,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Fairy,Arceus
arceusfighting,493,Arceus-Fighting,Fighting,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Fighting,Arceus
arceusfire,493,Arceus-Fire,Fire,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Fire,Arceus
arceusflying,493,Arceus-Flying,Flying,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Flying,Arceus
arceusghost,493,Arceus-Ghost,Ghost,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Ghost,Arceus
arceusgrass,493,Arceus-Grass,Grass,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Grass,Arceus
arceusground,493,Arceus-Ground,Ground,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Ground,Arceus
arceusice,493,Arceus-Ice,Ice,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Ice,Arceus
arceuspoison,493,Arceus-Poison,Poison,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Poison,Arceus
arceuspsychic,493,Arceus-Psychic,Psychic,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Psychic,Arceus
arceusrock,493,Arceus-Rock,Rock,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Rock,Arceus
arceussteel,493,Arceus-Steel,Steel,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Steel,Arceus
arceuswater,493,Arceus-Water,Water,,120,120,120,120,120,120,Multitype,,,3.2,320,White,Undiscovered,,,Water,Arceus
victini,494,Victini,Psychic,Fire,100,100,100,100,100,100,Victory Star,,,0.4,4,Yellow,Undiscovered,,,,
snivy,495,Snivy,Grass,,45,45,55,45,55,63,Overgrow,,Contrary,0.6,8.1,Green,Field; Grass,0.875,0.125,,
servine,496,Servine,Grass,,60,60,75,60,75,83,Overgrow,,Contrary,0.8,16,Green,Field; Grass,0.875,0.125,,
serperior,497,Serperior,Grass,,75,75,95,75,95,113,Overgrow,,Contrary,3.3,63,Green,Field; Grass,0.875,0.125,,
tepig,498,Tepig,Fire,,65,63,45,45,45,45,Blaze,,Thick Fat,0.5,9.9,Red,Field,0.875,0.125,,
pignite,499,Pignite,Fire,Fighting,90,93,55,70,55,55,Blaze,,Thick Fat,1,55.5,Red,Field,0.875,0.125,,
emboar,500,Emboar,Fire,Fighting,110,123,65,100,65,65,Blaze,,Reckless,1.6,150,Red,Field,0.875,0.125,,
emboarmega,500,Emboar-Mega,Fire,Fighting,110,148,75,110,110,75,Blaze,,Reckless,1.8,180.3,Red,Field,0.875,0.125,Mega,Emboar
oshawott,501,Oshawott,Water,,55,55,45,63,45,45,Torrent,,Shell Armor,0.5,5.9,Blue,Field,0.875,0.125,,
dewott,502,Dewott,Water,,75,75,60,83,60,60,Torrent,,Shell Armor,0.8,24.5,Blue,Field,0.875,0.125,,
samurott,503,Samurott,Water,,95,100,85,108,70,70,Torrent,,Shell Armor,1.5,94.6,Blue,Field,0.875,0.125,,
samurotthisui,503,Samurott-Hisui,Water,Dark,90,108,80,100,65,85,Torrent,,Sharpness,1.5,58.2,Blue,Field,0.875,0.125,Hisui,Samurott
patrat,504,Patrat,Normal,,45,55,39,35,39,42,Run Away,Keen Eye,Analytic,0.5,11.6,Brown,Field,,,,
watchog,505,Watchog,Normal,,60,85,69,60,69,77,Illuminate,Keen Eye,Analytic,1.1,27,Brown,Field,,,,
lillipup,506,Lillipup,Normal,,45,60,45,25,45,55,Vital Spirit,Pickup,Run Away,0.4,4.1,Brown,Field,,,,
herdier,507,Herdier,Normal,,65,80,65,35,65,60,Intimidate,Sand Rush,Scrappy,0.9,14.7,Gray,Field,,,,
stoutland,508,Stoutland,Normal,,85,110,90,45,90,80,Intimidate,Sand Rush,Scrappy,1.2,61,Gray,Field,,,,
purrloin,509,Purrloin,Dark,,41,50,37,50,37,66,Limber,Unburden,Prankster,0.4,10.1,Purple,Field,,,,
liepard,510,Liepard,Dark,,64,88,50,88,50,106,Limber,Unburden,Prankster,1.1,37.5,Purple,Field,,,,
pansage,511,Pansage,Grass,,50,53,48,53,48,64,Gluttony,,Overgrow,0.6,10.5,Green,Field,0.875,0.125,,
simisage,512,Simisage,Grass,,75,98,63,98,63,101,Gluttony,,Overgrow,1.1,30.5,Green,Field,0.875,0.125,,
pansear,513,Pansear,Fire,,50,53,48,53,48,64,Gluttony,,Blaze,0.6,11,Red,Field,0.875,0.125,,
simisear,514,Simisear,Fire,,75,98,63,98,63,101,Gluttony,,Blaze,1,28,Red,Field,0.875,0.125,,
panpour,515,Panpour,Water,,50,53,48,53,48,64,Gluttony,,Torrent,0.6,13.5,Blue,Field,0.875,0.125,,
simipour,516,Simipour,Water,,75,98,63,98,63,101,Gluttony,,Torrent,1,29,Blue,Field,0.875,0.125,,
munna,517,Munna,Psychic,,76,25,45,67,55,24,Forewarn,Synchronize,Telepathy,0.6,23.3,Pink,Field,,,,
musharna,518,Musharna,Psychic,,116,55,85,107,95,29,Forewarn,Synchronize,Telepathy,1.1,60.5,Pink,Field,,,,
pidove,519,Pidove,Normal,Flying,50,55,50,36,30,43,Big Pecks,Super Luck,Rivalry,0.3,2.1,Gray,Flying,,,,
tranquill,520,Tranquill,Normal,Flying,62,77,62,50,42,65,Big Pecks,Super Luck,Rivalry,0.6,15,Gray,Flying,,,,
unfezant,521,Unfezant,Normal,Flying,80,115,80,65,55,93,Big Pecks,Super Luck,Rivalry,1.2,29,Gray,Flying,,,,
blitzle,522,Blitzle,Electric,,45,60,32,50,32,76,Lightning Rod,Motor Drive,Sap Sipper,0.8,29.8,Black,Field,,,,
zebstrika,523,Zebstrika,Electric,,75,100,63,80,63,116,Lightning Rod,Motor Drive,Sap Sipper,1.6,79.5,Black,Field,,,,
roggenrola,524,Roggenrola,Rock,,55,75,85,25,25,15,Sturdy,Weak Armor,Sand Force,0.4,18,Blue,Mineral,,,,
boldore,525,Boldore,Rock,,70,105,105,50,40,20,Sturdy,Weak Armor,Sand Force,0.9,102,Blue,Mineral,,,,
gigalith,526,Gigalith,Rock,,85,135,130,60,80,25,Sturdy,Sand Stream,Sand Force,1.7,260,Blue,Mineral,,,,
woobat,527,Woobat,Psychic,Flying,65,45,43,55,43,72,Unaware,Klutz,Simple,0.4,2.1,Blue,Flying; Field,,,,
swoobat,528,Swoobat,Psychic,Flying,67,57,55,77,55,114,Unaware,Klutz,Simple,0.9,10.5,Blue,Flying; Field,,,,
drilbur,529,Drilbur,Ground,,60,85,40,30,45,68,Sand Rush,Sand Force,Mold Breaker,0.3,8.5,Gray,Field,,,,
excadrill,530,Excadrill,Ground,Steel,110,135,60,50,65,88,Sand Rush,Sand Force,Mold Breaker,0.7,40.4,Gray,Field,,,,
excadrillmega,530,Excadrill-Mega,Ground,Steel,110,165,100,65,65,103,Sand Rush,Sand Force,Mold Breaker,0.9,60,Gray,Field,,,Mega,Excadrill
audino,531,Audino,Normal,,103,60,86,60,86,50,Healer,Regenerator,Klutz,1.1,31,Pink,Fairy,,,,
audinomega,531,Audino-Mega,Normal,Fairy,103,60,126,80,126,50,Healer,,,1.5,32,White,Fairy,,,Mega,Audino
timburr,532,Timburr,Fighting,,75,80,55,25,35,35,Guts,Sheer Force,Iron Fist,0.6,12.5,Gray,Human-Like,0.75,0.25,,
gurdurr,533,Gurdurr,Fighting,,85,105,85,40,50,40,Guts,Sheer Force,Iron Fist,1.2,40,Gray,Human-Like,0.75,0.25,,
conkeldurr,534,Conkeldurr,Fighting,,105,140,95,55,65,45,Guts,Sheer Force,Iron Fist,1.4,87,Brown,Human-Like,0.75,0.25,,
tympole,535,Tympole,Water,,50,50,40,50,40,64,Swift Swim,Hydration,Water Absorb,0.5,4.5,Blue,Water 1,,,,
palpitoad,536,Palpitoad,Water,Ground,75,65,55,65,55,69,Swift Swim,Hydration,Water Absorb,0.8,17,Blue,Water 1,,,,
seismitoad,537,Seismitoad,Water,Ground,105,95,75,85,75,74,Swift Swim,Poison Touch,Water Absorb,1.5,62,Blue,Water 1,,,,
throh,538,Throh,Fighting,,120,100,85,30,85,45,Guts,Inner Focus,Mold Breaker,1.3,55.5,Red,Human-Like,,,,
sawk,539,Sawk,Fighting,,75,125,75,30,75,85,Sturdy,Inner Focus,Mold Breaker,1.4,51,Blue,Human-Like,,,,
sewaddle,540,Sewaddle,Bug,Grass,45,53,70,40,60,42,Swarm,Chlorophyll,Overcoat,0.3,2.5,Yellow,Bug,,,,
swadloon,541,Swadloon,Bug,Grass,55,63,90,50,80,42,Leaf Guard,Chlorophyll,Overcoat,0.5,7.3,Green,Bug,,,,
leavanny,542,Leavanny,Bug,Grass,75,103,80,70,80,92,Swarm,Chlorophyll,Overcoat,1.2,20.5,Yellow,Bug,,,,
venipede,543,Venipede,Bug,Poison,30,45,59,30,39,57,Poison Point,Swarm,Speed Boost,0.4,5.3,Red,Bug,,,,
whirlipede,544,Whirlipede,Bug,Poison,40,55,99,40,79,47,Poison Point,Swarm,Speed Boost,1.2,58.5,Gray,Bug,,,,
scolipede,545,Scolipede,Bug,Poison,60,100,89,55,69,112,Poison Point,Swarm,Speed Boost,2.5,200.5,Red,Bug,,,,
scolipedemega,545,Scolipede-Mega,Bug,Poison,60,140,149,75,99,62,Poison Point,Swarm,Speed Boost,3.2,230.5,Red,Bug,,,Mega,Scolipede
cottonee,546,Cottonee,Grass,Fairy,40,27,60,37,50,66,Prankster,Infiltrator,Chlorophyll,0.3,0.6,Green,Fairy; Grass,,,,
whimsicott,547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,Prankster,Infiltrator,Chlorophyll,0.7,6.6,Green,Fairy; Grass,,,,
petilil,548,Petilil,Grass,,45,35,50,70,50,30,Chlorophyll,Own Tempo,Leaf Guard,0.5,6.6,Green,Grass,,,,
lilligant,549,Lilligant,Grass,,70,60,75,110,75,90,Chlorophyll,Own Tempo,Leaf Guard,1.1,16.3,Green,Grass,,,,
lilliganthisui,549,Lilligant-Hisui,Grass,Fighting,70,105,75,50,75,105,Chlorophyll,Hustle,Leaf Guard,1.2,19.2,Green,Grass,,,Hisui,Lilligant
basculin,550,Basculin,Water,,70,92,65,80,55,98,Reckless,Adaptability,Mold Breaker,1,18,Green,Water 2,,,,
basculinbluestriped,550,Basculin-Blue-Striped,Water,,70,92,65,80,55,98,Rock Head,Adaptability,Mold Breaker,1,18,Green,Water 2,,,Blue-Striped,Basculin
basculinwhitestriped,550,Basculin-White-Striped,Water,,70,92,65,80,55,98,Rattled,Adaptability,Mold Breaker,1,18,Green,Water 2,,,White-Striped,Basculin
sandile,551,Sandile,Ground,Dark,50,72,35,35,35,65,Intimidate,Moxie,Anger Point,0.7,15.2,Brown,Field,,,,
krokorok,552,Krokorok,Ground,Dark,60,82,45,45,45,74,Intimidate,Moxie,Anger Point,1,33.4,Brown,Field,,,,
krookodile,553,Krookodile,Ground,Dark,95,117,80,65,70,92,Intimidate,Moxie,Anger Point,1.5,96.3,Red,Field,,,,
darumaka,554,Darumaka,Fire,,70,90,45,15,45,50,Hustle,,Inner Focus,0.6,37.5,Red,Field,,,,
darumakagalar,554,Darumaka-Galar,Ice,,70,90,45,15,45,50,Hustle,,Inner Focus,0.7,40,White,Field,,,Galar,Darumaka
darmanitan,555,Darmanitan,Fire,,105,140,55,30,55,95,Sheer Force,,Zen Mode,1.3,92.9,Red,Field,,,,
darmanitanzen,555,Darmanitan-Zen,Fire,Psychic,105,30,105,140,105,55,Zen Mode,,,1.3,92.9,Blue,Field,,,Zen,Darmanitan
darmanitangalar,555,Darmanitan-Galar,Ice,,105,140,55,30,55,95,Gorilla Tactics,,Zen Mode,1.7,120,White,Field,,,Galar,Darmanitan
darmanitangalarzen,555,Darmanitan-Galar-Zen,Ice,Fire,105,160,55,30,55,135,Zen Mode,,,1.7,120,White,Field,,,Galar-Zen,Darmanitan
maractus,556,Maractus,Grass,,75,86,67,106,67,60,Water Absorb,Chlorophyll,Storm Drain,1,28,Green,Grass,,,,
dwebble,557,Dwebble,Bug,Rock,50,65,85,35,35,55,Sturdy,Shell Armor,Weak Armor,0.3,14.5,Red,Bug; Mineral,,,,
crustle,558,Crustle,Bug,Rock,70,105,125,65,75,45,Sturdy,Shell Armor,Weak Armor,1.4,200,Red,Bug; Mineral,,,,
scraggy,559,Scraggy,Dark,Fighting,50,75,70,35,70,48,Shed Skin,Moxie,Intimidate,0.6,11.8,Yellow,Field; Dragon,,,,
scrafty,560,Scrafty,Dark,Fighting,65,90,115,45,115,58,Shed Skin,Moxie,Intimidate,1.1,30,Red,Field; Dragon,,,,
scraftymega,560,Scrafty-Mega,Dark,Fighting,65,130,135,55,135,68,Shed Skin,Moxie,Intimidate,1.1,31,Red,Field; Dragon,,,Mega,Scrafty
sigilyph,561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,Wonder Skin,Magic Guard,Tinted Lens,1.4,14,Black,Flying,,,,
yamask,562,Yamask,Ghost,,38,30,85,55,65,30,Mummy,,,0.5,1.5,Black,Mineral; Amorphous,,,,
yamaskgalar,562,Yamask-Galar,Ground,Ghost,38,55,85,30,65,30,Wandering Spirit,,,0.5,1.5,Black,Mineral; Amorphous,,,Galar,Yamask
cofagrigus,563,Cofagrigus,Ghost,,58,50,145,95,105,30,Mummy,,,1.7,76.5,Yellow,Mineral; Amorphous,,,,
tirtouga,564,Tirtouga,Water,Rock,54,78,103,53,45,22,Solid Rock,Sturdy,Swift Swim,0.7,16.5,Blue,Water 1; Water 3,0.875,0.125,,
carracosta,565,Carracosta,Water,Rock,74,108,133,83,65,32,Solid Rock,Sturdy,Swift Swim,1.2,81,Blue,Water 1; Water 3,0.875,0.125,,
archen,566,Archen,Rock,Flying,55,112,45,74,45,70,Defeatist,,,0.5,9.5,Yellow,Flying; Water 3,0.875,0.125,,
archeops,567,Archeops,Rock,Flying,75,140,65,112,65,110,Defeatist,,,1.4,32,Yellow,Flying; Water 3,0.875,0.125,,
trubbish,568,Trubbish,Poison,,50,50,62,40,62,65,Stench,Sticky Hold,Aftermath,0.6,31,Green,Mineral,,,,
garbodor,569,Garbodor,Poison,,80,95,82,60,82,75,Stench,Weak Armor,Aftermath,1.9,107.3,Green,Mineral,,,,
garbodorgmax,569,Garbodor-Gmax,Poison,,80,95,82,60,82,75,Stench,Weak Armor,Aftermath,21,0,Green,Mineral,,,Gmax,Garbodor
zorua,570,Zorua,Dark,,40,65,40,80,40,65,Illusion,,,0.7,12.5,Gray,Field,0.875,0.125,,
zoruahisui,570,Zorua-Hisui,Normal,Ghost,35,60,40,85,40,70,Illusion,,,0.7,12.5,Gray,Field,0.875,0.125,Hisui,Zorua
zoroark,571,Zoroark,Dark,,60,105,60,120,60,105,Illusion,,,1.6,81.1,Gray,Field,0.875,0.125,,
zoroarkhisui,571,Zoroark-Hisui,Normal,Ghost,55,100,60,125,60,110,Illusion,,,1.6,73,Gray,Field,0.875,0.125,Hisui,Zoroark
minccino,572,Minccino,Normal,,55,50,40,40,40,75,Cute Charm,Technician,Skill Link,0.4,5.8,Gray,Field,0.25,0.75,,
cinccino,573,Cinccino,Normal,,75,95,60,65,60,115,Cute Charm,Technician,Skill Link,0.5,7.5,Gray,Field,0.25,0.75,,
gothita,574,Gothita,Psychic,,45,30,50,55,65,45,Frisk,Competitive,Shadow Tag,0.4,5.8,Purple,Human-Like,0.25,0.75,,
gothorita,575,Gothorita,Psychic,,60,45,70,75,85,55,Frisk,Competitive,Shadow Tag,0.7,18,Purple,Human-Like,0.25,0.75,,
gothitelle,576,Gothitelle,Psychic,,70,55,95,95,110,65,Frisk,Competitive,Shadow Tag,1.5,44,Purple,Human-Like,0.25,0.75,,
solosis,577,Solosis,Psychic,,45,30,40,105,50,20,Overcoat,Magic Guard,Regenerator,0.3,1,Green,Amorphous,,,,
duosion,578,Duosion,Psychic,,65,40,50,125,60,30,Overcoat,Magic Guard,Regenerator,0.6,8,Green,Amorphous,,,,
reuniclus,579,Reuniclus,Psychic,,110,65,75,125,85,30,Overcoat,Magic Guard,Regenerator,1,20.1,Green,Amorphous,,,,
ducklett,580,Ducklett,Water,Flying,62,44,50,44,50,55,Keen Eye,Big Pecks,Hydration,0.5,5.5,Blue,Water 1; Flying,,,,
swanna,581,Swanna,Water,Flying,75,87,63,87,63,98,Keen Eye,Big Pecks,Hydration,1.3,24.2,White,Water 1; Flying,,,,
vanillite,582,Vanillite,Ice,,36,50,50,65,60,44,Ice Body,Snow Cloak,Weak Armor,0.4,5.7,White,Mineral,,,,
vanillish,583,Vanillish,Ice,,51,65,65,80,75,59,Ice Body,Snow Cloak,Weak Armor,1.1,41,White,Mineral,,,,
vanilluxe,584,Vanilluxe,Ice,,71,95,85,110,95,79,Ice Body,Snow Warning,Weak Armor,1.3,57.5,White,Mineral,,,,
